,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.370594257300249,0.424389446140427,0.40574977247176,0.147949938898487,0.147949938898487,0.147949938898487,0.16914058806845003,0.13873616027717098,0.207576261450555,0.7924237385494449,0.39028435435925796,0.13775733353442401,0.67277529248986,0.147308450425486,0.903224771166726,0.339077006789355,0.11825047660899,0.7168453432178271,0.82789021403512,0.29020189277926
1,0.464290937454297,0.53821412996075,0.516730017666899,0.182251064009102,0.182251064009102,0.182251064009102,0.2089439349532,0.16991790314076996,0.171176346101521,0.828823653898479,0.37676001995155295,0.168961616770983,0.751110917003808,0.0569628274180797,0.9310652175774871,0.329740147869877,0.0477752815903248,0.7952971360430351,0.839969268005573,0.283845979801729
2,0.42607127187637106,0.499018752725687,0.472295090743616,0.177910749652353,0.177910749652353,0.193712865028865,0.18058050486905605,0.142803344128945,0.20751579647489202,0.792484203525108,0.379092920106557,0.14803559309252698,0.829501914934622,0.0981620645437837,0.90990336247412,0.33477685131984697,0.0253464891288078,0.774669696989803,0.8367743085501741,0.290188532942043
3,0.39984400136498793,0.451264718709115,0.45773328336634705,0.154186507100417,0.154186507100417,0.154186507100417,0.19372222747470896,0.14860284702869597,0.151464764035432,0.848535235964567,0.37974268759939395,0.14756051579820498,0.7257541796882421,0.0987146304496934,0.906902158837211,0.33150897867185997,0.0672496172630687,0.739554525158061,0.834697106753341,0.281721192981814
4,0.46502218105591603,0.5384321849105971,0.522297767546443,0.16750242299102402,0.16750242299102402,0.16750242299102402,0.21253663609719198,0.16841153875122397,0.10650905463010499,0.893490945369894,0.37502544270303295,0.167460975793681,0.751822452472965,0.110194845896651,0.91385019745186,0.33072631939890995,0.0477253717624306,0.79501587263578,0.839972745788203,0.27851378988041803
5,0.38868034904694604,0.4151766245093761,0.419133786605279,0.15557709325355,0.15557709325355,0.15557709325355,0.174435095017491,0.13881147849664802,0.180427487377936,0.8195725126220641,0.38144818747302,0.137825201719327,0.6867286462499929,0.13900210638427,0.9030412671138449,0.335534372009755,0.099521933114496,0.7104204951009481,0.829938957445841,0.285087100359518
6,0.390922829425243,0.44570431748800704,0.436158252583115,0.158821794277527,0.158821794277527,0.158821794277527,0.161482461945731,0.128944791745123,0.216101823019016,0.7838981769809841,0.384998982291879,0.127939069451776,0.729416462238773,0.115920411679634,0.911441407767521,0.33739201322250606,0.060765124792415,0.7366190976839391,0.829979763773696,0.29250412419641697
7,0.508360551845171,0.570922372437854,0.559077038385353,0.17698369221693103,0.17698369221693103,0.17698369221693103,0.22520563486810996,0.180462453867591,0.108202073948665,0.8917979260513349,0.3742191047299939,0.179518889978131,0.797005213929915,0.0870418011288855,0.9354493092456322,0.329803725937385,0.0302011045942807,0.815350392476567,0.8414594397264821,0.278607305606177
8,0.48851947545459,0.545137374618404,0.5432839017077999,0.18418945682862098,0.18418945682862098,0.18418945682862098,0.21839841164791501,0.173156586578293,0.05859056141729901,0.941409438582701,0.37025339813860103,0.17215896237086198,0.813737522948239,0.0580597284096259,0.9352002092879941,0.32809275588075204,0.021710461445183998,0.8036472897921321,0.8404866330953491,0.27642251408307106
9,0.49568566275045095,0.550915830789359,0.542962685368596,0.177447220934642,0.177447220934642,0.177447220934642,0.21783114304623197,0.17662122467424898,0.121292741179672,0.878707258820328,0.374508760118367,0.175657944348088,0.8256958707084391,0.0945633028255581,0.938289896761562,0.330409487644987,0.0254943019553504,0.804194656500343,0.840688177069564,0.279387518743906
